224,contact 
225,Data Talent  Australia on 1300 763 895 for a confidential chat.
226,The role:
227,Your day-to-day work will include:
228,Skills required:
229,Working Location: Singapore
230,Your Role Is To
231,Charm Us With
232,Data Scientist 
233,The perks
234,"We Offer All Kinds Of Benefits, Such As"
235,Heads Up!
236,Data Scientist
237,About Our Client
238,Job Description
239,The Successful Applicant
240,"The Ideal Person With Be An Outgoing Individual Who Has The Ability To Immerse Themselves Across The Business From Day One, Furthermore You Posses The Following"
241,What's On Offer
242,Contact: Mason Devine
243,Quote job ref: 107458499
244,About BHP
245,In this role you will have to opportunity to work on projects related to: 
246,"Whilst:Confidently presenting ideas, results and recommendations to internal stakeholders;Working collaboratively with the larger data analytics team and business subject matter experts; andKeeping up-to-date with latest trends and best practices in Data Science."
247,:
248,Why join the Data & Analytics team at Equifax?
249,Why join the Data & Analytics team at Equifax
250,"The Data Scientist will hold a senior role within the Data Science team. The main responsibility of the Data Scientist is to deliver innovative decision science models & attributes that leverage Equifax’s vast data assets. These include decision areas covering the credit lifecycle, geodemographic & marketing attributes, ratings & fraud models, as well as any new areas where data driven decision making can be informed by predictive modelling."
251,Key responsibilities include:
252,"So, what will impress us for the Data Scientist position?"
253,What's in it for you?
254,Why you might love working as a Data Scientist at Equifax:
255,Equifax in the community:
256,Primary Location:
257,Function:
258,Schedule:
259,Knowledge And Experience
260,Who Are Compare The Market
261,Our Benefits
262,"If you are seeking a new challenge and would enjoy the opportunity to work in a growing and changing business, click on the APPLY NOW button and submit your application. "
263,Data May Be Derived From Our
264,With The Insights Being Used By
265,The Responsibilities Of The Role Includes
266,Required Experience
267,Preferred Experience
268,Key Role Outcomes
269,Contract up to 12
270,months
271,Salary
272,Enquiries
273,Application Instructions
274,Applications Close
275,Attachments
276,Flexibility Statement
277,About The Business
278,"""It takes a myriad of people to bring power to Tasmanians, and we are proud to be a diverse workforce contributing to the future of our state"
279,Can you see yourself living here?
280,What’s Happening
281,Analysis
282,Partner Management
283,What You Will Need
284,Lead Data Scientist - Partners | Surry Hills
285, Our Story
286, How We Roll
287, Where We Play
288, What We Are Looking For
289, The Roles Key Objectives Include
290, Who You Are
291, You Will Need To Have
292, What's In It For You
293,"At World Fuel Services, our employees are the key to our global success.We are industry leaders due to the innumerable talents of our approximately 5000- strong professional team. Our people thrive in an entrepreneurial and culturally-diverse environment, where innovative thinking, collaboration and efficient execution are highly valued. Our high-performance culture is what allows us to drive sustained growth. Stronger together, we promote an environment where individuals can thrive."
294,Specific Responsibilities Include
295,Required
296,BACKGROUND AND SKILLS:
297,"Do you see patterns in data and wish everyone would see the same? If you can explain complex statistical concepts in plain English, we need you!  About the team Big data, information and analytics. Three words that spark apprehension in most businesses. But our team of experts are constantly curious and excited bringing together a wonderful array of technological expertise to deliver data management solutions that drive success. Leveraging business information correctly, we transform data into each of our client's most valuable assets and make their work smarter.  You will be part of a close, collaborative team that identifies and builds solutions that are practical as well as visionary, and that make an impact that matters.  What will your typical day look like? At Deloitte, we give our data scientists the resources, training and tools they need to excel at their work, but also the freedom and power to create their own paths forward to make a difference. You will be -Thinking outside of the box with your experience in applying data science solutions in diverse industries like Financial Services, Banking and Insurance, Retail, Life Sciences & Healthcare and Consumer Products; Developing world-class machine learning models using R/Python/Similar Tools that support client deliverables; Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every step of the solution building process. We are happy to look at Consultant/Senior Consultant and Manager level type candidates as well.   Enough about us, let's talk about you. You are someone who: "
298,About the team
299,What will your typical day look like?
300,"Enough about us, let's talk about you."
301,"Why Deloitte? At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. We value difference, and embrace people with diverse backgrounds and thinking styles. Knowing that people work best in different ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.   Next Steps  Sound exactly like the sort of role for you? Apply now!"
302,Why Deloitte?
303,Next Steps
304,Mandatory Skills/Responsibilities
305,One of Australia’s leading research & teaching universities
306,Vibrant campus life with a strong sense of community & inclusion
307,Enjoy a career that makes a difference by collaborating & learning from the best
308,"At UNSW, we pride ourselves on being a workplace where the best people come to do their best work."
309,"THIS ROLE IS LOCATED IN SYDNEY, AUSTRALIA."
310,Note
311,This marks the launch of the UNSW Data Science Hub.
312,There are x4 of these roles available.
313,Level A $76k - $102k plus 17% Superannuation and annual leave loading
314,Level A $76k - $102k
315,Level B $107k - $126k plus 17% Superannuation and annual leave loading
316,Level B $107k - $126k
317,Specific Responsibilities For This Role Include
318,(Level A)
319,(Level B)
320,To Be Successful In This Role You Will Have
321,About the successful applicant
322,"In Addition To The Selection Criteria For Level A Research Data Scientist, a Level B Research Data Scientist Will Be Expected To Have"
323,"Otherwise, please apply online - applications will not be accepted if sent directly to the contact listed."
324,Contact
325,E: 
326,Applications close:
327,Find Out More About Working At UNSW At Www.unsw.edu.au
328,Experience Required
329,Rental Or The Hotel Industry Is ESSENTIAL
330,Salary Package
331,Let's talk about the team:
332,Let's talk about your qualifications and experience: 
333,What happens next and what can we offer you?
334,Diversity and Inclusion -
335,Digital inclusion -
336,Environmental Sustainability -
337,World's Most Ethical Companies for the last 8 years in a row
338,Data Analyst / Scientist – Sydney CBD – Immediate Need
339,The Responsibilities And Experience Required Are
340,"Post-graduate Qualifications In Mathematics, Statistics Or Computer Science"
341,Contract to Sept 2020 + possible extensions
342,Canberra CBD location
343,Baseline clearance desirable
344,"Ideally, you will have:"
345,How to apply
346,Apply Now
347,Job reference: 966542
348,To Be Successful For This Role You Will Have
349,Like to know more?
350,Amber Cummings 
351,(02) 6229 1541
352,Ref No.
353,186229
354,"In This Role, You'll Get To"
355,"On The First Day, We'll Expect You To Have"
356,"It's Great, But Not Required, If You Have"
357,More About Our Team
358,More About Our Benefits
359,More About Atlassian
360,Additional Information
361,Technical Solutions Data Analyst 
362,Responsibilities: 
363,Basic Qualifications: 
364,Basic Qualifications
365,Preferred Qualifications: 
366,Preferred Qualifications
367,Global Data Privacy Notice for Job Candidates
368,What you will be responsible for
369,What we need from you 
370,Additional experience that will catch our attention
371,Who will you be doing it for?
372,"All you must do to apply for this role is to submit your resume to David Richter via the ""Apply Now"" button below. Send your CV ASAP as I will be screening applicants from the moment this ad goes live. If, however you want to know more about this unique opportunity or similar sales roles, you can call me for a confidential chat on 03 9283 9090."
373,Description
374,The Primary Responsibilities Of This Role Are To
375,Company
376,Your Responsibilities For This Opportunity Include
377,Your Success In This Role Will Come From
378, 9.00 am Monday 6 April 2020.
379,Machine Learning Experience And Skills
380,"From nation-defining races to world-class media that transports our customers trackside, creating awesome experiences is what we live for. As part of our wagering and media team, you’ll help create excitement in the contest like no one else. "
381,What You’ll Do
382,What You’ll Bring
383,About Tabcorp
384,"Data Scientist, Retail Banking"
385,About Macquarie
386,Job no:
387,Work type:
388,Category:
389,Group:
390,Division:
391,Recruiter:
392,Opening Date:
393,Key Responsibilities For This Role Include
394,Role Duties
395,Apply
396,"Please submit 'Word' documents only, no PDFs please."
397,"Leading Sydney based University are currently recruiting a Senior Research Data Analyst to join their team.  Your new company  Leading University  Your new role  1. Implement strategic solutions to develop the University's capability in research, business intelligence, analytics and management information, streamline processes, and ensure external compliance obligations are met;  2. Providing high level strategic oversight of the Research Offices' analyses and reporting responsibilities to support the University's strategic research initiatives, including conceptualizing and conducting a broad range of data coordination and analysis projects for the Research Office;  3. Engagement in the use of research data and analysis as a strategic tool, taking responsibility for the management of research data to ensure its quality, integrity and value;  4. Ensuring the collection of high-quality data and the transfer of datasets including designing models and carrying out queries and analysis of data; and developing data-driven reports, publications, graphics, talking points, and presentations accessible to diverse audiences;  5. Proactively engage with Schools and research leaders to identify appropriate data, sources and collection including the use of advanced data analysis and visualization techniques to unearth actionable insights;  6. Preparing and optimizing the University Excellence in Research for Australia (ERA) and Engagement and Impact (EI) submissions;  8. Ensuring effective supervision and mentoring of direct reports (e.g. Research Data Officer), including financial resourcing as required;   What you'll need to succeed  Essential  1. Supportive of the Objects of the University. Qualifications and Experience:  2. A Bachelor's degree or equivalent, with substantial relevant experience including working within a university research or research related division.  3. Substantial experience preparing government reporting submissions (e.g. Excellence in Research for Australia (ERA), Higher Education Research Data Collection (HERDC) and Engagement and Impact (EI)).  4. Proven record of successfully collecting, collating, analysing and reporting on research data in a University context.  Desirable  1. Experience implementing data management projects within a University environment and working productively with other entities (e.g. IT to develop software solutions and systems for the management of research data).  2. Research and research training experience, and familiarity with the system administration of research information management systems and data presentation software within a University environment.   What you'll get in return  An excellent salary, great benefits, flexible working and the chance to work for a truly forward thinking University.  What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.  SA Licence number : LHS 297508"
398,Your new company
399,Your new role
400,What you'll need to succeed
401,What you'll get in return
402,What you need to do now
403,SA Licence number :
404,Welcome!
405,Then & Now
406,What You’ll Be Doing
407,What We’re Looking For
408,Nice to have
409,What We Offer
410,Who should apply?
411,What next?
412,We care about your privacy. By submitting your application you are agreeing to our Privacy Policy. If you’re into reading legal documents or you’re keen to know more about how we handle your personal information read our Privacy Policy before you submit your application.
413,Melbourne's east
414,2 data scientist
415,initial 6-month contract
416,Advanced Analytics
417,"Research new Advanced Analytics opportunities in areas of predictive modelling, regression, machine learning, optimisation, deep learning, reinforcement learning, NLP etc to identify new opportunities for future solutions"
418,predictive modelling
419," machine learning, optimisation"
420,NLP
421,Serve as a trusted advisor by cultivating relationships with stakeholders and across various leadership teams to improve their understanding and knowledge of data science techniques
422,relationships with stakeholders
423,"Deliver a seamless and proactive service to stakeholders articulating customer opportunity, commercial benefit, analytical findings and data recommendations. Showcase, benchmark and quantify the value and outcomes of analytics-based decision making"
424,"articulating customer opportunity, commercial benefit, analytical findings"
425,"To Be Successful, You'll Have"
426,Analytics professional with a proven track record in Advanced Analytics / Data Science / Mathematics / Computer Science / Measurement Science and/or Econometrics
427,Data Science
428,Mathematics
429,"Key analytical techniques, e.g. regression, clustering, optimisation, machine learning, NLP, deep learning, reinforcement learning etc"
430, regression
431,machine learning
432,deep learning
433,reinforcement learning
434,"Analytical applications - R, Python, Scala, Hive, Spark, SQL"
435,"R, Python"
436,SQL
437,"Productivity applications - Git, Jira, Confluence"
438,Git
439,"Jira, Confluence"
440,Driven to problem solve and use technology as an enabler
441,problem solve
442,apply now
443,latest resume
444,About Us:
445,Your Skills And Experience
446,One of our premium clients based in Adelaide is looking for a highly experienced and committed Business/Data Analyst. In this role you will be given the opportunity to make a tangible contribution to the continued innovation and success of the company.
447,Business/Data Analyst
448,"Modis is a national professional services company with global capability. Our committed and talented professionals have delivered world class IT and business consulting services across a wide range of industries. As a member of global professional services group Adecco, we offer world-class employment opportunities."
449,Modis 
450,"For more information on the role, please contact Erin on 08 8306 8282 or click the Apply button to send in your application. Email is an option: saAU@modis.com."
451,Erin 
452,Desired Skills and Experience
453,Successful Applicants Must Have
454,Must have 2 + years commercial experience in ML - Machine Learning 
455,Desirable skills (bonus if you have them!):
456,What’s In It For You
457,"The Business  Customer and Community Advocacy (CCA) is about improving customer outcomes. We achieve this by finding & fixing issues, providing a helping hand, removing barriers to banking and building better bankers. CCA spans a number of teams & operations, which are responsible for resolving customer disputes, assisting vulnerable customers, Group Remediation, identifying systemic customer issues, and the Group Customer Advocate office.  The role of Senior Data Analyst sits within the Forensic Accounting team of CCA & is committed to ensuring that the Bank remediates affected customers in a quality, consistent and timely way.  The Role  Reporting to the Senior Manager of Forensic Accounting, the Senior Data Analyst is responsible for developing smart extraction capabilities of customer data for all Bank products, in order to deliver the data to external parties. This involves managing AFCA data requests in an accurate, consistent, and timely manner. This is helps resolve customer complaints by automating the data sourcing process, and enabling the Forensic Accountants to focus on calculations instead of manual sourcing of data. More specifically, in the role you will be responsible for: "
458,The Business
459,"About you  The ideal candidate will have strong attention to detail and accuracy, coupled with a motivation to meet structured delivery timelines. More specifically, to be successful, you will need: "
460,About you
461,This position is based in Saudi Arabia.
462,You Will Be Required To Perform The Following
463,About EY
464,The opportunity
465,Your Key Responsibilities
466,Skills and attributes for success
467,"Ideally, you’ll also have"
468,Who are Advisory?
469,What Working At EY Offers
470,Who We Are
471,Company Description
472,Your New Role
473,Other Functions Of The Role Include
474,About You and What You'll Bring
475,Other Skills And Experience Include
476,Essential Skills: 
477,It will be highly desirable to have familiarity with
478,What You’ll Love
479,Daily Role Requirements
480,Experience & Skill Set
481,Interested
482,The impact you'll have:
483,The talents you'll bring:
484,About us
485,Learn more about life at Transurban by visiting
486,Start changing the world around you. Apply now!
487,Duties Include
488,"This position requires candidates to gain an Australian government security clearance, therefore Australian citizenship is essential. Please do not apply if you do not hold or are not in the process of gaining Australian citizenship"
489,Australian citizenship
490,Who we are:
491,Job Description:
492,Professional Skills/Qualifications:
493,What’s in it for you?
494,Employment Type
495,Position Classification
496,Remuneration
497,Hours Per Week
498,Requisition ID
499,Exciting Opportunity For An Experienced Data Analyst To
500," Join a team specialising in the development of data pipelines, reporting and analyses of cancer and healthcare data. The work of the team informs decision making and drives meaningful changes to the NSW cancer healthcare system Work with a team of epidemiologists, statisticians and data scientists to explore new problems, methodologies and tools Be part of an organisation that makes a difference in cancer control in NSW Aboriginal and Torres Strait Islander peoples are encouraged to apply.Where you’ll be workingThe Cancer Institute NSW is the NSW Government’s cancer control agency, established to lessen the impact of cancer across the state.Working at the Cancer Institute NSW means joining a team of committed and dedicated staff who are proud to be a part of the Institute’s purpose of overseeing and accelerating the effectiveness of cancer control in NSW.The Cancer Institute is a collaborative working environment that encourages diversity and inclusion in how we work and the way we work together. Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply. Greater consideration will be given to suitable applicants, in order to improve access to employment and career opportunities (GSE Rule 26).What You’ll Be DoingIn this role you will utilise your analytical skills to contribute to the development, implementation and maintenance of the Institute’s data assets, reports and reporting systems.You will have demonstrated experience in working with medium to large complex data sets such as linked state and commonwealth administrative data sets.Essential to the role will be your ability to work effectively as a team player and collaboratively with specialist statisticians, epidemiologists within the Cancer Institute NSW.You will have strong data wrangling and programming skills in SAS, SQL or R with a suitable qualification in public health, statistics, data science, informatics or a related discipline.For your application to be considered To Submit Your Application, Please Provide Your resume (maximum five pages) A covering letter addressing the Essential Requirements, as outlined in the Role Description A response to the pre-screening Questions, as outlined below.Essential Requirements Tertiary qualifications in health information management, statistics, data science, informatics or a related discipline Detailed knowledge of analysis techniques and programming tools such as SAS, SQL or R. Demonstrated skills and experience in manipulating, summarizing and interpreting medium to large sized, complex datasets Experience in automating processes and systems beneficial Experience in working within the health sector as a data analyst highly regarded.Pre-screening questions Please give an example where you prepared a dataset for analysis. Please provide a sample of the code written in SAS or R that you used for this (no more than a page). Provide an example of an analysis you have conducted where you identified a data quality issue. What steps did you take to clean the data and what measures did you take following the finding of a data quality issue?"
501," Work with a team of epidemiologists, statisticians and data scientists to explore new problems, methodologies and tools Be part of an organisation that makes a difference in cancer control in NSW Aboriginal and Torres Strait Islander peoples are encouraged to apply.Where you’ll be workingThe Cancer Institute NSW is the NSW Government’s cancer control agency, established to lessen the impact of cancer across the state.Working at the Cancer Institute NSW means joining a team of committed and dedicated staff who are proud to be a part of the Institute’s purpose of overseeing and accelerating the effectiveness of cancer control in NSW.The Cancer Institute is a collaborative working environment that encourages diversity and inclusion in how we work and the way we work together. Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply. Greater consideration will be given to suitable applicants, in order to improve access to employment and career opportunities (GSE Rule 26).What You’ll Be DoingIn this role you will utilise your analytical skills to contribute to the development, implementation and maintenance of the Institute’s data assets, reports and reporting systems.You will have demonstrated experience in working with medium to large complex data sets such as linked state and commonwealth administrative data sets.Essential to the role will be your ability to work effectively as a team player and collaboratively with specialist statisticians, epidemiologists within the Cancer Institute NSW.You will have strong data wrangling and programming skills in SAS, SQL or R with a suitable qualification in public health, statistics, data science, informatics or a related discipline.For your application to be considered To Submit Your Application, Please Provide Your resume (maximum five pages) A covering letter addressing the Essential Requirements, as outlined in the Role Description A response to the pre-screening Questions, as outlined below.Essential Requirements Tertiary qualifications in health information management, statistics, data science, informatics or a related discipline Detailed knowledge of analysis techniques and programming tools such as SAS, SQL or R. Demonstrated skills and experience in manipulating, summarizing and interpreting medium to large sized, complex datasets Experience in automating processes and systems beneficial Experience in working within the health sector as a data analyst highly regarded.Pre-screening questions Please give an example where you prepared a dataset for analysis. Please provide a sample of the code written in SAS or R that you used for this (no more than a page). Provide an example of an analysis you have conducted where you identified a data quality issue. What steps did you take to clean the data and what measures did you take following the finding of a data quality issue?"
502," Be part of an organisation that makes a difference in cancer control in NSW Aboriginal and Torres Strait Islander peoples are encouraged to apply.Where you’ll be workingThe Cancer Institute NSW is the NSW Government’s cancer control agency, established to lessen the impact of cancer across the state.Working at the Cancer Institute NSW means joining a team of committed and dedicated staff who are proud to be a part of the Institute’s purpose of overseeing and accelerating the effectiveness of cancer control in NSW.The Cancer Institute is a collaborative working environment that encourages diversity and inclusion in how we work and the way we work together. Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply. Greater consideration will be given to suitable applicants, in order to improve access to employment and career opportunities (GSE Rule 26).What You’ll Be DoingIn this role you will utilise your analytical skills to contribute to the development, implementation and maintenance of the Institute’s data assets, reports and reporting systems.You will have demonstrated experience in working with medium to large complex data sets such as linked state and commonwealth administrative data sets.Essential to the role will be your ability to work effectively as a team player and collaboratively with specialist statisticians, epidemiologists within the Cancer Institute NSW.You will have strong data wrangling and programming skills in SAS, SQL or R with a suitable qualification in public health, statistics, data science, informatics or a related discipline.For your application to be considered To Submit Your Application, Please Provide Your resume (maximum five pages) A covering letter addressing the Essential Requirements, as outlined in the Role Description A response to the pre-screening Questions, as outlined below.Essential Requirements Tertiary qualifications in health information management, statistics, data science, informatics or a related discipline Detailed knowledge of analysis techniques and programming tools such as SAS, SQL or R. Demonstrated skills and experience in manipulating, summarizing and interpreting medium to large sized, complex datasets Experience in automating processes and systems beneficial Experience in working within the health sector as a data analyst highly regarded.Pre-screening questions Please give an example where you prepared a dataset for analysis. Please provide a sample of the code written in SAS or R that you used for this (no more than a page). Provide an example of an analysis you have conducted where you identified a data quality issue. What steps did you take to clean the data and what measures did you take following the finding of a data quality issue?"
503," Aboriginal and Torres Strait Islander peoples are encouraged to apply.Where you’ll be workingThe Cancer Institute NSW is the NSW Government’s cancer control agency, established to lessen the impact of cancer across the state.Working at the Cancer Institute NSW means joining a team of committed and dedicated staff who are proud to be a part of the Institute’s purpose of overseeing and accelerating the effectiveness of cancer control in NSW.The Cancer Institute is a collaborative working environment that encourages diversity and inclusion in how we work and the way we work together. Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply. Greater consideration will be given to suitable applicants, in order to improve access to employment and career opportunities (GSE Rule 26).What You’ll Be DoingIn this role you will utilise your analytical skills to contribute to the development, implementation and maintenance of the Institute’s data assets, reports and reporting systems.You will have demonstrated experience in working with medium to large complex data sets such as linked state and commonwealth administrative data sets.Essential to the role will be your ability to work effectively as a team player and collaboratively with specialist statisticians, epidemiologists within the Cancer Institute NSW.You will have strong data wrangling and programming skills in SAS, SQL or R with a suitable qualification in public health, statistics, data science, informatics or a related discipline.For your application to be considered To Submit Your Application, Please Provide Your resume (maximum five pages) A covering letter addressing the Essential Requirements, as outlined in the Role Description A response to the pre-screening Questions, as outlined below.Essential Requirements Tertiary qualifications in health information management, statistics, data science, informatics or a related discipline Detailed knowledge of analysis techniques and programming tools such as SAS, SQL or R. Demonstrated skills and experience in manipulating, summarizing and interpreting medium to large sized, complex datasets Experience in automating processes and systems beneficial Experience in working within the health sector as a data analyst highly regarded.Pre-screening questions Please give an example where you prepared a dataset for analysis. Please provide a sample of the code written in SAS or R that you used for this (no more than a page). Provide an example of an analysis you have conducted where you identified a data quality issue. What steps did you take to clean the data and what measures did you take following the finding of a data quality issue?"
504,Where you’ll be working
505,For your application to be considered 
506,"To Submit Your Application, Please Provide"
507,Pre-screening questions
508,Position Purpose:
509,Key Responsibilities / Duties:
510,Person Specification
511,Experience & Qualifications Required:
512,Key Skills and Attributes:
513,What You'll Be Doing
514,What You Bring To The Team
515,Why work for us
516,Privacy and Submitting your Application
517,"As a senior member of a new team, the successful candidate will be required to:"
518,Job Ad Reference - QLD/340791/20
519,"Closing Date - Thursday, 26 March 2020"
520,Make an important contribution to the health of children through medical research
521,Work with one of Australia’s most respected national and independent medical research institutes 
522,"Located in Westmead, one of Sydney’s and Australia’s major biomedical research hubs  "
523,Located in Westmead
524,one of Sydney’s and Australia’s major biomedical research hubs  
525,Candidate
526,Remuneration/How to apply
527,A cover letter (citing PV2012) with statement of motivation and a detailed description of the qualifications described above. 
528,PV2012)
529,Closing date for applications is 4th April 2020.
530,4th April 2020.
531,"Polyaire is Australia's largest air-conditioning manufacturer and a market leader in design and distribution of air-conditioning products, with 23 Retail and distribution centres and 9 Manufacturing Sites. "
532, Tertiary qualifications and proven experience in a similar role is preferred. 
533, To be considered for this opportunity you must be an effective team player. 
534,About The Queensland Children's Hospital
535,Your Opportunity
536,Your Role And Responsibilities
537,What CHQ HHS Can Offer
538,About us:
539,What you do:
540,What you need:
541,What's in it for you:
542,﻿
543,Skills Required For The Data Analyst
544,"Strong SQL, Tableau/PowerBi, Oracle skills"
545,Financial service experience is a must. 
546,Life Insurance experience is beneficial 
547,APPLY
548,The Company:
549,One of the biggest and most recognisable brands in the world is looking for an Insights Analyst who is passionate about using the latest Data Analysis tools in the market to deliver business critical insights.
550, most recognisable brands in the world
551,This company is investing significantly into their loyalty programs and is looking for an analyst who can run deep dive analysis on a range of customer data sets with the aim of improving marketing and campaign performances.
552,investing
553,significantly
554,loyalty programs
555,This is an initial 6 - month contract with plenty of scope for extension. Hit the Apply for this job button now to get more information!
556, 6 - month contract
557,Apply for this job
558,The Role -
559,"Working with large scale customer data sets, your job will be to create unique insights that can be used by a by the marketing teams to improve and optimise performance."
560, marketing teams
561,We are looking for a passionate Data Analyst with experience working in enterprise environments on large data sets. This role will give you the freedom to utilise a range of technologies in order to deliver these insights.
562,enterprise environments 
563,large data sets
564,Essential Skills:
565,"Data Visualisation - Tableau, Power BI etc"
566,"Tableau, Power BI "
567,Ideally a background in Loyalty or Campaign Analytics
568,Loyalty
569,Campaign
570,"This is one of the busiest and most recognisable brands on the globe which will look great on your CV!This is a company that genuinely promotes flexibility and work/life balance, really valuing their employees."
571,promotes flexibility
572,work/life balance
573,What You'll Do
574,Who You Are
575,Applicants With The Following Skills Are Encouraged To Apply
576,Why work with us?
577,Our Contemporary CBD Office Offers
578,About HelloFresh
579,You will…
580,Mandatory Requirements
581,You have…
582,You are ...
583,What We Offer...
584,Start date: Immediate start
585,Who You'll Work With
586,As a Data Scientist at QuantumBlack...
587,Role Responsibilities
588,What You’ll Learn
589,"Real-World Impact– No project is ever the same; we work across multiple sectors, providing unique learning and development opportunities internationally."
590,Real-World Impact
591,Fusing Tech & Leadership– We work with the latest technologies and methodologies and offer first class learning programmes at all levels.
592,Fusing Tech & Leadership
593,"Multidisciplinary Teamwork- Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance."
594,Multidisciplinary Teamwork
595,"Innovative Work Culture– Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions."
596,Innovative Work Culture
597,"Striving for Diversity– With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life."
598,Striving for Diversity
599,Healthcare Efficiency– We helped a healthcare provider improve their clinical trial practices by identifying congestion in diagnostic testing as a key indicator of admissions breaches.
600,Healthcare Efficiency
601,Environmental Impact– We designed and built the first data-driven application for a state of the art centre of excellence in urban innovation by collecting real-time data from environmental sensors across London and deploying proprietary analytics to find unexpected patterns in air pollution.
602,Environmental Impact
603,"Product Development– We worked with the CEO of an elite automotive organisation to reduce the 18-month car development timeframe by improving processes, designs and team structures."
604,Product Development
605,Please submit your CV in English 
606,Visit our Careers site to watch our video and read about our interview processes and benefits.
607,SKILLS & EXPERIENCE 
608,SKILLS & EXPERIENCE
609,Click the link to APPLY.
610,APPLY.
611,"3+ years of experience in Data Science role, with a focus on building data pipelines for conducting data intensive analysis"
612,Data Science role
613,"3+ years of experience with Machine Learning and alogrithims for classification, clustering & prediction"
614,Machine Learning
615,"3+ years of experience with common Data Science Toolkits (i.e. R, Jupyter Notebooks, PySpark etc.)"
616,Data Science Toolkits
617,3+ years of enterprise development using Python
618,Python
619,Ability to enhance Standard Algorithms is required
620,Standard Algorithms
621,"Knowledge & experience using Amazon Sagemaker, Microsoft Azure ML or Google AI technologies"
622,Amazon Sagemaker
623,Microsoft Azure ML 
624,Google AI 
625,3+ years of complex SQL experience
626,SQL 
627,3+ years of Data Modeling experience
628, Data Modeling 
629,"3+ years of Data Visualization tools (i.e. Tableau, PowerBI etc.)"
630,Data Visualization
631,Special Consideration given for
632,Experience & knowledge with Web Analytics or Digital Marketing
